transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,weekday,is_weekend,year_month,merchant,amount_log1p
T0363,U010,2022-07-13,Expense,savings,791.0,,delhi,,2022,7,13,Wednesday,False,2022-07,unknown,6.674561391814426
T12313,U131,2022-08-07,Income,Freelance,46846.0,,,,2022,8,7,Sunday,True,2022-08,unknown,10.754642251464746
T9378,U137,2022-06-21,Income,Others,39248.0,cash,jaipur,Movie tickets,2022,6,21,Tuesday,False,2022-06,unknown,10.577681245178987
T13689,U146,2023-11-29,Expense,Rent,10666.0,Card,Lucknow,test,2023,11,29,Wednesday,False,2023-11,unknown,9.274910142625483
T7983,U138,2022-07-16,Expense,utilities,1316.0,Bank Transfer,AHMEDABAD,Online course,2022,7,16,Saturday,True,2022-07,unknown,7.183111701743281
T8548,U082,2023-05-04,Expense,Foods,4364.0,csh,Jaipur,Online course,2023,5,4,Thursday,False,2023-05,unknown,8.381373468273702
T10064,U087,2024-04-17,Income,Freelance,78341.0,,MUM,Movie tickets,2024,4,17,Wednesday,False,2024-04,unknown,11.268839136636094
T9286,U103,2023-10-11,Expense,Food,3765.0,UPI,BANGALORE,,2023,10,11,Wednesday,False,2023-10,unknown,8.233768709217097
T3843,U070,2023-08-10,Expense,Utilties,2375.0,UPI,KOLKATA,xyz123,2023,8,10,Thursday,False,2023-08,unknown,7.773173680482536
T9133,U035,2024-08-16,Expense,Utilities,9313.0,CASH,JAI,Train ticket,2024,8,16,Friday,False,2024-08,unknown,9.139273923542323
T8486,U149,2021-09-28,Expense,Health,6129.0,CASH,,...,2021,9,28,Tuesday,False,2021-09,unknown,8.720950028930258
T7447,U120,2023-05-26,Expense,Utilities,5835.0,CASH,BANGALORE,Online course,2023,5,26,Friday,False,2023-05,unknown,8.671800909642677
T2727,U078,2023-11-14,Expense,travel,7539.0,Crd,jaipur,Medicine,2023,11,14,Tuesday,False,2023-11,unknown,8.927977461002001
T4987,U086,2021-08-28,Expense,Rent,33245.0,Bank_Transfer,pune,!!!,2021,8,28,Saturday,True,2021-08,unknown,10.411689738095404
T9984,U114,2021-10-30,Expense,Food,576.0,Cash,Jaipur,Lunch,2021,10,30,Saturday,True,2021-10,unknown,6.3578422665081
T9688,U143,2023-03-23,Income,Others,50255.0,CRD,LUC,Petrol,2023,3,23,Thursday,False,2023-03,unknown,10.824885221778429
T10482,U109,2023-06-08,Expense,Rent,46470.0,Bank Transfr,MUM,misc,2023,6,8,Thursday,False,2023-06,unknown,10.746583741107225
T13755,U080,2024-05-06,Expense,Utilties,6402.0,upi,LUC,Restaurant dinner,2024,5,6,Monday,False,2024-05,unknown,8.764521909518802
T13615,U149,2022-06-28,Expense,Education,1671.0,UPi,Chennai,Internet bill,2022,6,28,Tuesday,False,2022-06,unknown,7.421775793644647
T2711,U086,2021-03-05,Expense,RENT,3371.0,Cash,Mumbai,Petrol,2021,3,5,Friday,False,2021-03,unknown,8.123261319121745
T12142,U103,2022-07-16,Income,Investment,360058.0,Card,Delhi,Petrol,2022,7,16,Saturday,True,2022-07,unknown,12.794023185892865
T10540,U143,2021-05-25,Expense,TRAVEL,4353.0,UPI,,misc,2021,5,25,Tuesday,False,2021-05,unknown,8.378850241794492
T0270,U113,2022-04-24,Expense,Utilities,993.0,UPI,DEL,EMI payment,2022,4,24,Sunday,True,2022-04,unknown,6.901737206656574
T11218,U116,2024-08-17,Expense,Rentt,18396.0,Bank Transfer,LUC,Monthly rent payment,2024,8,17,Saturday,True,2024-08,unknown,9.819942886825784
T2669,U061,2023-02-10,Expense,Fod,510.0,Bank Transfer,chennai,ATM withdrawal,2023,2,10,Friday,False,2023-02,unknown,6.236369590203704
T8617,U080,2024-07-26,Expense,FOOD,9358.0,CASH,PUN,Movie tickets,2024,7,26,Friday,False,2024-07,unknown,9.144093726157257
T4165,U028,2024-10-07,Expense,Entrtnmnt,6435.0,BankTransfer,hyderabad,test,2024,10,7,Monday,False,2024-10,unknown,8.769662508112274
T1336,U022,2022-10-28,Expense,Savings,9615.0,cash,LUC,,2022,10,28,Friday,False,2022-10,unknown,9.17118365677499
T2490,U146,2021-04-01,Expense,Travl,6659.0,upi,,xyz123,2021,4,1,Thursday,False,2021-04,unknown,8.803874763534434
T7234,U061,2021-05-05,Expense,Fod,8074.0,Cash,jaipur,Coffee,2021,5,5,Wednesday,False,2021-05,unknown,8.996528148090857
T13004,U144,2021-08-24,Expense,utilities,8309.0,csh,Hyderabad,test,2021,8,24,Tuesday,False,2021-08,unknown,9.025214887849494
T4839,U016,2022-11-10,Expense,EDU,1993.0,CARD,JAIPUR,misc,2022,11,10,Thursday,False,2022-11,unknown,7.597897950521784
T6363,U141,2024-02-07,Expense,food,5667.0,BankTransfer,DEL,ATM withdrawal,2024,2,7,Wednesday,False,2024-02,unknown,8.64259160081057
T9663,U147,2023-06-15,Expense,RENT,8290.0,Crd,Lucknow,!!!,2023,6,15,Thursday,False,2023-06,unknown,9.022925868116218
T10936,U017,2021-11-02,Expense,rent,993.0,Upi,Pune,,2021,11,2,Tuesday,False,2021-11,unknown,6.901737206656574
T3805,U067,2021-04-08,Expense,Foodd,231.0,upi,mumbai,Online course,2021,4,8,Thursday,False,2021-04,unknown,5.44673737166631
T4435,U131,2022-03-20,Expense,Fod,1731.0,Bank Transfr,MUMBAI,Uber ride,2022,3,20,Sunday,True,2022-03,unknown,7.4570320891223805
T11127,U009,2024-06-04,Expense,Entrtnmnt,9061.0,Bank_Transfer,chennai,,2024,6,4,Tuesday,False,2024-06,unknown,9.111845125227083
T13964,U046,2021-11-08,Income,Investment,32601.0,upi,Bangalore,Electricity bill,2021,11,8,Monday,False,2021-11,unknown,10.392128915166236
T1353,U114,2021-01-29,Income,Freelance,41522.0,UPI,AHM,Electricity bill,2021,1,29,Friday,False,2021-01,unknown,10.634002769564812
T6364,U128,2021-10-27,Expense,Foods,0.3755,csh,CHENNAI,Books,2021,10,27,Wednesday,False,2021-10,unknown,0.3188173013824922
T12597,U108,2024-05-23,Income,Freelance,50480.0,cash,delhi,Movie tickets,2024,5,23,Thursday,False,2024-05,unknown,10.829352306844557
T13511,U076,2024-09-26,Expense,SAVINGS,5210.0,card,AHM,Uber ride,2024,9,26,Thursday,False,2024-09,unknown,8.558527054909215
T4109,U114,2021-03-22,Expense,food,9201.0,Cash,jaipur,,2021,3,22,Monday,False,2021-03,unknown,9.127176130715414
T4725,U066,2023-12-17,Expense,Health,6307.0,bank transfer,Delhi,Doctor consultation,2023,12,17,Sunday,True,2023-12,unknown,8.74957394808293
T3147,U101,2023-10-26,Income,Others,53514.0,Crd,MUM,Monthly rent payment,2023,10,26,Thursday,False,2023-10,unknown,10.887717267418475
T7787,U147,2023-06-07,Expense,Foods,400.0,bank transfer,AHM,Shopping,2023,6,7,Wednesday,False,2023-06,unknown,5.993961427306569
T8275,U042,2024-10-23,Expense,Rent,5511.0,CARD,ahmedabad,,2024,10,23,Wednesday,False,2024-10,unknown,8.614682812693495
T0331,U137,2023-12-28,Expense,Foods,587.0,Bank Transfr,Delhi,Movie tickets,2023,12,28,Thursday,False,2023-12,unknown,6.376726947898627
T13074,U033,2022-07-19,Income,Others,61140.0,Upi,KOL,Shopping,2022,7,19,Tuesday,False,2022-07,unknown,11.02093795121555
T11974,U053,2023-10-10,Expense,utilities,9628.0,card,kolkata,Grocery shopping,2023,10,10,Tuesday,False,2023-10,unknown,9.172534657240284
T13645,U148,2024-09-22,Expense,FOOD,5908.0,Upi,bangalore,Electricity bill,2024,9,22,Sunday,True,2024-09,unknown,8.684231891345675
T7549,U127,2021-01-18,Expense,Health,7537.0,Csh,Lucknow,asdfgh,2021,1,18,Monday,False,2021-01,unknown,8.92771217382708
T13889,U107,2024-04-05,Expense,food,3892.0,Upi,HYD,,2024,4,5,Friday,False,2024-04,unknown,8.266935347610456
T7879,U072,2023-06-01,Expense,rent,6176.0,csh,BAN,Gym membership,2023,6,1,Thursday,False,2023-06,unknown,8.728587995695898
T8301,U099,2022-07-21,Expense,Rentt,45945.0,CARD,Mumbai,,2022,7,21,Thursday,False,2022-07,unknown,10.735222072852116
T0412,U143,2021-09-15,Expense,Rentt,14330.0,Bank_Transfer,Mumbai,,2021,9,15,Wednesday,False,2021-09,unknown,9.570180302058072
T3481,U072,2024-02-11,Expense,Rentt,32903.0,bank transfer,MUMBAI,Train ticket,2024,2,11,Sunday,True,2024-02,unknown,10.40134950991026
T6629,U118,2024-06-08,Expense,RENT,735.0,Card,delhi,,2024,6,8,Saturday,True,2024-06,unknown,6.601230118728877
T5573,U136,2022-02-15,Expense,Rent,48793.0,Bank Transfr,KOLKATA,xyz123,2022,2,15,Tuesday,False,2022-02,unknown,10.795362633462494
T11568,U019,2023-01-22,Expense,Rentt,17355.0,Crd,PUN,Restaurant dinner,2023,1,22,Sunday,True,2023-01,unknown,9.761693546918242
T5982,U112,2023-01-18,Expense,Foodd,2370.0,UPi,mumbai,Doctor consultation,2023,1,18,Wednesday,False,2023-01,unknown,7.771067086065406
T7909,U066,2023-11-04,Expense,Entrtnmnt,5199.0,upi,chennai,test,2023,11,4,Saturday,True,2023-11,unknown,8.556413904569519
T9948,U009,2022-04-25,Expense,RENT,6440.0,BankTransfer,Lucknow,,2022,4,25,Monday,False,2022-04,unknown,8.77043908654689
T13732,U135,2024-04-19,Income,Salary,46790.0,Bank Transfr,BAN,Internet bill,2024,4,19,Friday,False,2024-04,unknown,10.753446155719935
T5157,U140,2021-11-11,Expense,unknown,6547.0,Bank Transfr,kolkata,Train ticket,2021,11,11,Thursday,False,2021-11,unknown,8.786914938491025
T13169,U141,2021-12-15,Expense,education,5354.0,,HYD,Coffee,2021,12,15,Wednesday,False,2021-12,unknown,8.585785982881848
T5442,U091,2022-07-03,Expense,Entrtnmnt,9282.0,Crd,DELHI,ATM withdrawal,2022,7,3,Sunday,True,2022-07,unknown,9.135940049399933
T6826,U047,2024-01-23,Expense,Educaton,5591.0,upi,MUMBAI,Restaurant dinner,2024,1,23,Tuesday,False,2024-01,unknown,8.629092283913646
T12068,U089,2024-09-18,Expense,RENT,2077.0,Crd,DELHI,Train ticket,2024,9,18,Wednesday,False,2024-09,unknown,7.639161171659173
T1756,U022,2021-07-07,Expense,Utilties,4047.0,card,,Lunch,2021,7,7,Wednesday,False,2021-07,unknown,8.305978210967302
T13311,U112,2023-12-21,Expense,Education,5808.0,Cash,Jaipur,!!!,2023,12,21,Thursday,False,2023-12,unknown,8.667163717992533
T9618,U055,2024-03-11,Expense,Traval,9745.0,UPI,Kolkata,Electricity bill,2024,3,11,Monday,False,2024-03,unknown,9.184612223403452
T5605,U087,2021-09-22,Expense,Education,0.1651,bank transfer,Ahmedabad,Movie tickets,2021,9,22,Wednesday,False,2021-09,unknown,0.1528069202437584
T8841,U101,2021-01-21,Expense,travel,1902.0,BankTransfer,Hyderabad,misc,2021,1,21,Thursday,False,2021-01,unknown,7.551186867296149
T5482,U029,2023-05-31,Expense,education,7093.0,bank transfer,hyderabad,Online course,2023,5,31,Wednesday,False,2023-05,unknown,8.867004635333567
T5385,U067,2023-01-14,Income,Freelance,19423.0,,chennai,Movie tickets,2023,1,14,Saturday,True,2023-01,unknown,9.874264693859224
T3722,U145,2021-02-11,Expense,utilities,8937.0,card,CHE,Monthly rent payment,2021,2,11,Thursday,False,2021-02,unknown,9.098067129493398
T9440,U150,2024-06-01,Expense,FOOD,7041.0,Csh,LUCKNOW,Uber ride,2024,6,1,Saturday,True,2024-06,unknown,8.859647499714997
T10913,U096,2022-03-15,Expense,Traval,949.0,cash,LUC,...,2022,3,15,Tuesday,False,2022-03,unknown,6.856461984594587
T8840,U137,2021-12-06,Income,Salary,29816.0,Card,Delhi,,2021,12,6,Monday,False,2021-12,unknown,10.302833979636116
T6268,U076,2024-12-01,Expense,Rentt,34284.0,cash,,!!!,2024,12,1,Sunday,True,2024-12,unknown,10.442463219718466
T8762,U039,2024-09-21,Expense,Utilities,2204.0,UPi,MUMBAI,Fixed deposit,2024,9,21,Saturday,True,2024-09,unknown,7.6984827878809465
T6974,U080,2023-01-18,Expense,FOOD,4505.0,Upi,LUCKNOW,Gym membership,2023,1,18,Wednesday,False,2023-01,unknown,8.41316512099219
T4863,U031,2021-03-13,Income,Others,25390.0,upi,AHM,test,2021,3,13,Saturday,True,2021-03,unknown,10.142150059508008
T6533,U055,2024-06-11,Expense,Foods,3133.0,Bank Transfer,HYDERABAD,EMI payment,2024,6,11,Tuesday,False,2024-06,unknown,8.050065422915965
T6775,U094,2024-03-27,Expense,Rent,0.13149,card,,,2024,3,27,Wednesday,False,2024-03,unknown,0.12353534822650637
T1774,U053,2021-09-15,Expense,Traval,8339.0,bank transfer,,,2021,9,15,Wednesday,False,2021-09,unknown,9.028818495352793
T6463,U067,2023-01-26,Income,Investment,43524.0,UPi,hyderabad,,2023,1,26,Thursday,False,2023-01,unknown,10.681090764636389
T0495,U014,2022-06-07,Income,Freelance,142875.0,upi,kolkata,Movie tickets,2022,6,7,Tuesday,False,2022-06,unknown,11.869732400197728
T7606,U107,2023-08-18,Expense,food,1377.0,Bank Transfer,BAN,misc,2023,8,18,Friday,False,2023-08,unknown,7.228388451573604
T7024,U117,2021-07-03,Expense,food,8842.0,cash,Jaipur,test,2021,7,3,Saturday,True,2021-07,unknown,9.087381464575735
T1788,U007,2021-07-21,Expense,health,6696.0,CRD,Kolkata,Grocery shopping,2021,7,21,Wednesday,False,2021-07,unknown,8.80941494391005
T4811,U025,2023-05-29,Expense,Foods,1892.0,Bank Transfer,MUMBAI,Shopping,2023,5,29,Monday,False,2023-05,unknown,7.545918151209323
T1252,U112,2023-11-19,Expense,Entertainment,8880.0,Csh,Delhi,Coffee,2023,11,19,Sunday,True,2023-11,unknown,9.091669442258505
T5363,U054,2022-11-26,Expense,Food,937.0,Bank Transfer,CHE,asdfgh,2022,11,26,Saturday,True,2022-11,unknown,6.843749949006225
T5086,U142,2023-03-27,Income,Freelance,64120.0,CASH,JAIPUR,Medicine,2023,3,27,Monday,False,2023-03,unknown,11.06852720235983
T11273,U045,2023-11-09,Expense,Traval,2375.0,Bank_Transfer,,Movie tickets,2023,11,9,Thursday,False,2023-11,unknown,7.773173680482536
T12276,U104,2021-03-24,Expense,Utilities,7563.0,Upi,PUN,Uber ride,2021,3,24,Wednesday,False,2021-03,unknown,8.931155429778348
T0072,U011,2024-03-16,Expense,education,7481.0,csh,MUMBAI,Internet bill,2024,3,16,Saturday,True,2024-03,unknown,8.920255414908091
T0297,U025,2021-12-27,Expense,HEALTH,1107.0,cash,Ahmedabad,ATM withdrawal,2021,12,27,Monday,False,2021-12,unknown,7.010311867307229
T2578,U045,2021-03-13,Expense,Others,9500.0,Bank Transfer,Ahmedabad,xyz123,2021,3,13,Saturday,True,2021-03,unknown,9.15915233520675
T13129,U020,2024-07-10,Expense,Food,518.0,bank transfer,,test,2024,7,10,Wednesday,False,2024-07,unknown,6.251903883165888
T13971,U021,2024-05-11,Expense,travel,8573.0,card,DEL,,2024,5,11,Saturday,True,2024-05,unknown,9.056489647157923
T10307,U112,2023-08-31,Expense,Rent,15504.0,Bank Transfr,bangalore,Medicine,2023,8,31,Thursday,False,2023-08,unknown,9.648917831534549
T3343,U077,2021-12-02,Expense,entertainment,0.925,csh,bangalore,Uber ride,2021,12,2,Thursday,False,2021-12,unknown,0.6549259677397475
T9156,U039,2022-04-22,Expense,Fod,8291.0,Crd,,asdfgh,2022,4,22,Friday,False,2022-04,unknown,9.02304647355567
T7369,U127,2024-06-15,Income,Bonus,285939.0,CASH,MUM,Electricity bill,2024,6,15,Saturday,True,2024-06,unknown,12.563537277583155
T10784,U112,2024-11-23,Expense,EDU,3762.0,BankTransfer,hyderabad,Coffee,2024,11,23,Saturday,True,2024-11,unknown,8.232971790593437
T1566,U073,2021-11-16,Expense,Utilties,7998.0,UPI,HYDERABAD,,2021,11,16,Tuesday,False,2021-11,unknown,8.987071812848821
T13691,U074,2023-04-24,Expense,Rent,44674.0,Crd,KOLKATA,Medicine,2023,4,24,Monday,False,2023-04,unknown,10.70716934002763
T1597,U013,2023-03-05,Expense,Saving,6271.0,UPI,mumbai,Petrol,2023,3,5,Sunday,True,2023-03,unknown,8.743850562030243
T13665,U136,2023-12-22,Expense,Entertain,114.0,Card,hyderabad,Shopping,2023,12,22,Friday,False,2023-12,unknown,4.74493212836325
T3931,U109,2022-04-19,Income,Others,12226.0,BankTransfer,AHMEDABAD,Coffee,2022,4,19,Tuesday,False,2022-04,unknown,9.41140190014419
T0299,U016,2024-01-30,Expense,Utlities,4723.0,bank transfer,pune,xyz123,2024,1,30,Tuesday,False,2024-01,unknown,8.460411177317253
T12008,U026,2024-11-29,Expense,Foods,1239.0,UPi,PUN,EMI payment,2024,11,29,Friday,False,2024-11,unknown,7.122866658599083
T2447,U110,2023-01-08,Expense,entertainment,5424.0,bank transfer,Bangalore,,2023,1,8,Sunday,True,2023-01,unknown,8.59877317840866
T10835,U053,2021-08-06,Expense,RENT,335.0,CARD,Bangalore,,2021,8,6,Friday,False,2021-08,unknown,5.817111159963204
T11023,U100,2022-01-30,Expense,Food,1239.0,bank transfer,BANGALORE,Medicine,2022,1,30,Sunday,True,2022-01,unknown,7.122866658599083
T6243,U030,2024-12-05,Expense,food,6149.0,CASH,PUNE,Coffee,2024,12,5,Thursday,False,2024-12,unknown,8.724207360800564
T5047,U069,2023-05-31,Expense,travel,4061.0,Card,KOLKATA,,2023,5,31,Wednesday,False,2023-05,unknown,8.30943074214033
T10076,U042,2021-08-28,Expense,TRAVEL,5964.0,Crd,JAIPUR,Restaurant dinner,2021,8,28,Saturday,True,2021-08,unknown,8.693664334532016
T4871,U116,2024-08-05,Expense,Fod,3758.0,CRD,lucknow,Electricity bill,2024,8,5,Monday,False,2024-08,unknown,8.231908243564177
T2170,U092,2021-07-16,Expense,education,9322.0,UPi,PUN,Coffee,2021,7,16,Friday,False,2021-07,unknown,9.140239744296693
T12688,U069,2022-07-04,Expense,Rentt,39620.0,card,Hyderabad,Electricity bill,2022,7,4,Monday,False,2022-07,unknown,10.587114559711914
T1680,U037,2022-07-16,Expense,Travel,5983.0,Bank Transfr,Chennai,ATM withdrawal,2022,7,16,Saturday,True,2022-07,unknown,8.696844519654313
T7159,U088,2021-12-27,Expense,TRAVEL,4678.0,csh,AHMEDABAD,Petrol,2021,12,27,Monday,False,2021-12,unknown,8.450839690866216
T1690,U127,2021-02-11,Expense,Educaton,2012.0,Crd,,Internet bill,2021,2,11,Thursday,False,2021-02,unknown,7.607381425639791
T2034,U096,2022-06-02,Expense,Foodd,3618.0,Card,AHMEDABAD,,2022,6,2,Thursday,False,2022-06,unknown,8.193953023563742
T7866,U017,2021-12-18,Expense,Entertainment,6511.0,BankTransfer,,,2021,12,18,Saturday,True,2021-12,unknown,8.781401907682376
T0166,U015,2022-03-26,Income,Freelance,57026.0,,Lucknow,Shopping,2022,3,26,Saturday,True,2022-03,unknown,10.951280118874264
T1825,U065,2022-07-15,Expense,Travel,4725.0,,Jaipur,Fixed deposit,2022,7,15,Friday,False,2022-07,unknown,8.460834457746854
T1492,U047,2021-05-15,Income,Bonus,112085.0,Crd,chennai,,2021,5,15,Saturday,True,2021-05,unknown,11.627021712768617
T8255,U132,2023-12-28,Income,Bonus,57627.0,cash,CHE,ATM withdrawal,2023,12,28,Thursday,False,2023-12,unknown,10.961763839681364
T8509,U023,2023-06-04,Expense,RENT,1301.0,cash,LUC,Monthly rent payment,2023,6,4,Sunday,True,2023-06,unknown,7.171656822768514
T5541,U150,2024-10-25,Expense,Saving,7036.0,UPi,,Uber ride,2024,10,25,Friday,False,2024-10,unknown,8.85893722196655
T5561,U098,2023-08-27,Expense,food,7916.0,UPi,Ahmedabad,,2023,8,27,Sunday,True,2023-08,unknown,8.976767625171433
T11358,U039,2021-06-27,Expense,Misc,6136.0,CARD,Chennai,,2021,6,27,Sunday,True,2021-06,unknown,8.722091302389098
T10995,U032,2023-02-19,Expense,Rent,0.45912,Upi,KOLKATA,Restaurant dinner,2023,2,19,Sunday,True,2023-02,unknown,0.3778335142736052
T8191,U123,2023-12-10,Expense,Entrtnmnt,2703.0,,Kolkata,Shopping,2023,12,10,Sunday,True,2023-12,unknown,7.902487437162855
T1359,U040,2024-04-30,Expense,food,7644.0,upi,Ahmedabad,,2024,4,30,Tuesday,False,2024-04,unknown,8.941807118363164
T7949,U120,2021-05-08,Expense,FOOD,7932.0,bank transfer,BAN,Doctor consultation,2021,5,8,Saturday,True,2021-05,unknown,8.978786553302003
T2494,U099,2023-10-01,Expense,Foodd,4670.0,csh,Bangalore,Restaurant dinner,2023,10,1,Sunday,True,2023-10,unknown,8.449128460502108
T12542,U044,2024-10-16,Expense,Rnt,8846.0,Bank Transfer,Lucknow,Shopping,2024,10,16,Wednesday,False,2024-10,unknown,9.087833697483386
T9692,U096,2023-10-14,Expense,Fod,0.9303,upi,Pune,Petrol,2023,10,14,Saturday,True,2023-10,unknown,0.6576754312516926
T7439,U066,2022-11-05,Expense,Rentt,46063.0,upi,Jaipur,Train ticket,2022,11,5,Saturday,True,2022-11,unknown,10.737787012851957
T6651,U102,2023-02-05,Expense,Travl,6737.0,card,LUC,,2023,2,5,Sunday,True,2023-02,unknown,8.815518423966498
T0971,U025,2022-05-04,Expense,rent,1568.0,CASH,LUCKNOW,Uber ride,2022,5,4,Wednesday,False,2022-05,unknown,7.358193752733032
T8869,U102,2021-09-01,Income,Others,74830.0,CRD,lucknow,Gym membership,2021,9,1,Wednesday,False,2021-09,unknown,11.222987516609326
T13230,U023,2024-09-26,Expense,entertainment,8903.0,BankTransfer,Bangalore,Electricity bill,2024,9,26,Thursday,False,2024-09,unknown,9.094255892955381
T10388,U124,2021-08-01,Expense,Utlities,1663.0,,KOLKATA,Monthly rent payment,2021,8,1,Sunday,True,2021-08,unknown,7.416979621381154
T5836,U137,2021-04-30,Expense,Entrtnmnt,887.0,,ahmedabad,Coffee,2021,4,30,Friday,False,2021-04,unknown,6.78897174299217
T1172,U051,2022-04-18,Expense,Fod,8766.0,UPi,BAN,Fixed deposit,2022,4,18,Monday,False,2022-04,unknown,9.078749951588586
T8922,U076,2021-06-26,Expense,Foodd,3695.0,cash,BAN,test,2021,6,26,Saturday,True,2021-06,unknown,8.215006432761575
T6375,U083,2024-04-15,Expense,entertainment,213.0,Bank_Transfer,Hyderabad,!!!,2024,4,15,Monday,False,2024-04,unknown,5.365976015021851
T1832,U034,2024-05-20,Expense,Utlities,2880.0,CARD,PUNE,,2024,5,20,Monday,False,2024-05,unknown,7.9658927350845286
T2233,U032,2021-01-12,Expense,HEALTH,2593.0,Upi,JAI,Books,2021,1,12,Tuesday,False,2021-01,unknown,7.860956364876389
T3854,U032,2022-10-16,Expense,travel,6895.0,CASH,kolkata,!!!,2022,10,16,Sunday,True,2022-10,unknown,8.83869681234353
T9536,U124,2022-10-02,Expense,Entertainment,5108.0,BankTransfer,CHE,Grocery shopping,2022,10,2,Sunday,True,2022-10,unknown,8.538758969330798
T9835,U063,2024-09-21,Expense,Entertainment,5150.0,UPi,JAI,,2024,9,21,Saturday,True,2024-09,unknown,8.546946149565585
T2860,U068,2024-01-19,Expense,Food,3519.0,,BAN,Train ticket,2024,1,19,Friday,False,2024-01,unknown,8.166216268592143
T9052,U035,2024-07-31,Income,Salary,0.911154,Bank Transfer,BANGALORE,Grocery shopping,2024,7,31,Wednesday,False,2024-07,unknown,0.6477072480918383
T6829,U018,2022-02-13,Expense,Foodd,703.0,UPI,Jaipur,!!!,2022,2,13,Sunday,True,2022-02,unknown,6.556778356158042
T10601,U134,2024-08-12,Expense,Fod,2788.0,BankTransfer,MUMBAI,xyz123,2024,8,12,Monday,False,2024-08,unknown,7.933438387627489
T8780,U070,2021-08-30,Expense,TRAVEL,2002.0,bank transfer,ahmedabad,Grocery shopping,2021,8,30,Monday,False,2021-08,unknown,7.602401335665818
T1820,U018,2021-02-25,Expense,unknown,6686.0,upi,KOL,Coffee,2021,2,25,Thursday,False,2021-02,unknown,8.80792062205398
T6438,U123,2021-02-11,Expense,OTHERS,7164.0,bank transfer,Bangalore,!!!,2021,2,11,Thursday,False,2021-02,unknown,8.876963340262272
T8939,U140,2021-04-05,Expense,Travl,4433.0,UPI,AHMEDABAD,Monthly rent payment,2021,4,5,Monday,False,2021-04,unknown,8.397057390176256
T13492,U055,2021-03-04,Expense,Foods,1196.0,CASH,hyderabad,Fixed deposit,2021,3,4,Thursday,False,2021-03,unknown,7.087573705557973
T11971,U132,2022-02-02,Expense,others,7238.0,UPI,kolkata,Books,2022,2,2,Wednesday,False,2022-02,unknown,8.88723835429314
T1944,U105,2022-01-12,Expense,OTHERS,1275.0,card,HYD,Doctor consultation,2022,1,12,Wednesday,False,2022-01,unknown,7.151485463904735
T10332,U025,2024-01-14,Expense,Rentt,7195.0,upi,Mumbai,ATM withdrawal,2024,1,14,Sunday,True,2024-01,unknown,8.881280595070423
T0150,U016,2023-03-27,Expense,FOOD,6690.0,UPI,Jaipur,Books,2023,3,27,Monday,False,2023-03,unknown,8.808518618782816
T8237,U050,2023-05-16,Expense,Utilities,0.2718,upi,PUNE,ATM withdrawal,2023,5,16,Tuesday,False,2023-05,unknown,0.24043321985117033
T9345,U061,2023-02-09,Expense,utilities,5069.0,UPI,Lucknow,asdfgh,2023,2,9,Thursday,False,2023-02,unknown,8.531096096585228
T6199,U150,2021-06-12,Expense,Utilties,7956.0,Csh,hyderabad,Electricity bill,2021,6,12,Saturday,True,2021-06,unknown,8.981807323377534
T4433,U119,2021-02-24,Expense,rent,7368.0,UPi,BANGALORE,,2021,2,24,Wednesday,False,2021-02,unknown,8.905037290767
T8104,U057,2022-07-01,Expense,Travel,4856.0,UPI,,test,2022,7,1,Friday,False,2022-07,unknown,8.488176242345745
T12293,U101,2021-02-25,Expense,Rentt,47775.0,Csh,MUMBAI,Restaurant dinner,2021,2,25,Thursday,False,2021-02,unknown,10.774278700338916
T7838,U122,2021-05-24,Expense,TRAVEL,4687.0,cash,Mumbai,,2021,5,24,Monday,False,2021-05,unknown,8.452761331256848
T13239,U066,2024-09-23,Expense,Fod,0.7218,BankTransfer,delhi,Online course,2024,9,23,Monday,False,2024-09,unknown,0.5433702552417172
T4144,U059,2022-10-14,Expense,Rent,30161.0,card,bangalore,Medicine,2022,10,14,Friday,False,2022-10,unknown,10.31433813292063
T3613,U105,2023-11-19,Expense,Rent,28443.0,Card,Kolkata,Monthly rent payment,2023,11,19,Sunday,True,2023-11,unknown,10.25569252100341
T0218,U047,2024-03-07,Income,Bonus,48096.0,Crd,hyderabad,,2024,3,7,Thursday,False,2024-03,unknown,10.78097508408639
T12058,U117,2022-09-26,Expense,Food,0.2846,UPi,BAN,Internet bill,2022,9,26,Monday,False,2022-09,unknown,0.25044738584155507
T1423,U057,2023-05-10,Income,Others,41149.0,CASH,Bangalore,Monthly rent payment,2023,5,10,Wednesday,False,2023-05,unknown,10.624979206105216
T12102,U103,2022-10-29,Expense,Entertainment,3518.0,BankTransfer,,,2022,10,29,Saturday,True,2022-10,unknown,8.165932137321585
T5720,U073,2023-03-27,Income,Salary,10205.0,upi,HYDERABAD,Monthly rent payment,2023,3,27,Monday,False,2023-03,unknown,9.230731061623917
T7802,U115,2022-09-26,Expense,Helth,5682.0,Cash,Ahmedabad,,2022,9,26,Monday,False,2022-09,unknown,8.645234541297121
T2393,U129,2021-10-12,Expense,Entertain,0.836,bank transfer,CHE,Internet bill,2021,10,12,Tuesday,False,2021-10,unknown,0.6075892921982987
T9127,U006,2023-10-19,Expense,Travl,5955.0,Upi,pune,Monthly rent payment,2023,10,19,Thursday,False,2023-10,unknown,8.6921543938039
