year_month,category,amount,monthly_amount_lag1,rolling_mean_3m
2021-08,Utlities,8387.0,33276.0,28759.096900000004
2021-08,eRnt,2232.0,705.0,1328.3333333333333
2021-08,education,42797.0,22563.887000000002,25522.29566666667
2021-08,entertainment,32602.0,30496.0,40296.666666666664
2021-08,food,73326.0,81199.5756,76641.85853333333
2021-08,health,6970.0,13076.0,9073.333333333334
2021-08,oFod,62.0,631.0,742.3333333333334
2021-08,rent,33914.0,43723.904200000004,38062.301400000004
2021-08,savings,2204.0,5515.0,6306.666666666667
2021-08,travel,30691.9925,34543.0,31918.664166666666
2021-08,unknown,128117.0,33188.0,68682.608
2021-08,Travl,41110.0,55567.0,46569.0
2021-08,Othhers,349.0,818.0,529.6666666666666
2021-08,utilities,26862.0,25212.0,35122.0
2021-08,Other Income,976254.0,779596.0,893283.6666666666
2021-08,Others,624678.27796,129324.0,370807.0926533334
2021-08,Bonus,968469.0,1349809.59053,1106446.8635099998
2021-08,Boonus,54414.0,64702.0,60334.333333333336
2021-08,Bouns,56683.0,91356.0,79622.33333333333
2021-08,EDU,32016.0,17721.0,23483.333333333332
2021-08,Educatino,580.0,1180.0,645.3333333333334
2021-08,Education,23064.0,11012.0,29476.0
2021-08,Educaton,41240.0,17880.0,26288.666666666668
2021-08,Entertain,20524.0,16291.0,22388.666666666668
2021-08,Entertainment,46352.0,71841.0,49623.0
2021-08,Entertainmnt,1814.0,929.0,1016.3333333333334
2021-08,Entretainment,876.0,2447.0,1163.0
2021-08,Entrtnmnt,34334.0,28774.0,31605.333333333332
2021-08,FOOD,81164.0,54736.0,56011.0
2021-08,Bonsu,36133.0,,
2021-08,Fodo,160.0,1686.0,2499.3333333333335
2021-08,Other,4883.0,8170.0,9141.0
2021-08,Othe Income,33816.0,95298.0,
2021-08,Oters,52.0,1334.0,
2021-08,Misc,6041.0,17056.0,10132.0
2021-08,Fod,59779.0,49106.0,52357.79696666667
2021-08,Helth,898.0,6847.0,5424.666666666667
2021-08,Investment,327014.0,281847.0,341995.3333333333
2021-08,HEALTH,9083.0,13418.0,10306.666666666666
2021-08,Freelance,309931.0,274703.0,310546.3333333333
2021-08,Foood,3194.0,1830.0,1881.6666666666667
2021-08,Foods,9273.0,21515.3306,23032.1492
2021-08,Foodd,23187.0,30409.0,27708.666666666668
2021-08,Food,73676.0,89410.0,95666.0
2021-08,Health,27924.0,21195.0,25419.333333333332
2021-09,Utilities,42537.0,48198.0,46077.0
2021-09,Travl,30147.0,41110.0,42274.666666666664
2021-09,Travel,66800.25200000001,49946.0,47498.93683333334
2021-09,Traval,41027.2101,35475.0,35218.90446666667
2021-09,TRAVEL,51069.0,74546.0,54399.54566666667
2021-09,Rnt,28574.0,52117.0,34269.0
2021-09,Saving,5825.0,7287.0,10483.666666666666
2021-09,Salary,1226201.0,1121652.0,1214441.7985566666
2021-09,Saings,29.0,210.0,102.66666666666667
2021-09,SAVINGS,6004.0,25223.0,14814.0
2021-09,Utility,34754.0,32426.0,36403.0
2021-09,Savings,10573.0,14175.0,12217.333333333334
2021-09,Utillities,4.0,156.0,65.66666666666667
2021-09,onus,73067.0,60046.0,63893.333333333336
2021-09,Utlities,31862.0,8387.0,24508.333333333332
2021-09,education,11207.0,42797.0,25522.629
2021-09,entertainment,22414.7245,32602.0,28504.2415
2021-09,food,46181.0,73326.0,66902.19186666666
2021-09,health,14846.0,6970.0,11630.666666666666
2021-09,nEtertainment,5171.0,135.0,1968.0
2021-09,others,7567.0,14951.0,9041.595166666666
2021-09,rent,22769.5656,33914.0,33469.1566
2021-09,savings,2670.0,2204.0,3463.0
2021-09,tOher Income,52161.0,72011.0,
2021-09,travel,13481.0,30691.9925,26238.664166666666
2021-09,unknown,86798.0,128117.0,82701.0
2021-09,Retn,51.0,46.0,61.666666666666664
2021-09,Utilties,26772.0,37061.0,29246.333333333332
2021-09,Ret,145.0,538.0,297.6666666666667
2021-09,utilities,32802.0,26862.0,28292.0
2021-09,Rent,226183.0,388202.9138,301911.97126666666
2021-09,Bonus,1149816.0,968469.0,1156031.5301766666
2021-09,Bonuus,70786.0,62519.0,
2021-09,EDU,32610.0,32016.0,27449.0
2021-09,Education,22432.1651,23064.0,18836.055033333334
2021-09,Educaton,33650.0,41240.0,30923.333333333332
2021-09,Entertain,12802.0,20524.0,16539.0
2021-09,Entertainemnt,285.0,2830.0,
2021-09,Entertainment,34741.0,46352.0,50978.0
2021-09,Entertainmentt,176.0,3078.0,
2021-09,Entrtnmnt,21435.0,34334.0,28181.0
2021-09,FOOD,54589.0,81164.0,63496.333333333336
2021-09,Fod,34865.0,59779.0,47916.666666666664
2021-09,Food,96783.0,73676.0,86623.0
2021-09,Foodd,15185.0,23187.0,22927.0
2021-09,Rentt,174587.0,253637.14575999998,180635.04858666667
2021-09,Freelance,577584.0,309931.0,387406.0
2021-09,RENT,50736.0,76471.0,55257.1938
2021-09,Others,143914.0,624678.27796,299305.42598666664
2021-09,Other Income,758192.0,976254.0,838014.0
2021-09,Foods,43318.0,9273.0,24702.1102
2021-09,Ohters,291.0,,
2021-09,OTHERS,5109.0,9157.0,9139.0
2021-09,Other Incoem,78662.0,,
2021-09,Misc,9794.0,6041.0,10963.666666666666
2021-09,Investment,278178.0,327014.0,295679.6666666667
2021-09,Helth,22751.0,898.0,10165.333333333334
2021-09,Health,14269.0,27924.0,21129.333333333332
2021-09,HEALTH,6894.0,9083.0,9798.333333333334
2021-09,OOthers,1067.0,199.0,
2021-10,Travel,54352.941,66800.25200000001,57033.064333333336
2021-10,Traveel,639.0,639.0,1128.0
2021-10,Traval,69929.0,41027.2101,48810.403366666666
2021-10,Tavel,16017.0,411.0,5566.333333333333
2021-10,Tarvel,98.0,676.0,302.3333333333333
2021-10,Rnt,46406.0,28574.0,42365.666666666664
2021-10,Slaary,65044.0,38406.0,
2021-10,Savings,10418.0,10573.0,11722.0
2021-10,Saving,11250.0,5825.0,8120.666666666667
2021-10,Salary,1074635.0,1226201.0,1140829.3333333333
2021-10,Saivngs,365.0,93.0,495.0
2021-10,Travl,35212.0,30147.0,35489.666666666664
2021-10,TRAVEL,25711.5435,51069.0,50442.18116666667
2021-10,Travvel,471.0,677.0,545.6666666666666
2021-10,food,17507.0,46181.0,45671.333333333336
2021-10,Utility,65368.3003,34754.0,44182.76676666667
2021-10,Utilties,17728.0,26772.0,27187.0
2021-10,Utlities,24509.0,31862.0,21586.0
2021-10,education,9508.0,11207.0,21170.666666666668
2021-10,entertainment,19233.0,22414.7245,24749.908166666664
2021-10,health,20819.0,14846.0,14211.666666666666
2021-10,oFod,904.0,62.0,532.3333333333334
2021-10,ood,1623.0,170.0,1327.6666666666667
2021-10,others,6009.0,7567.0,9509.0
2021-10,rent,53510.5138,22769.5656,36731.3598
2021-10,travel,46927.0,13481.0,30366.664166666666
2021-10,unknown,154198.71643,86798.0,123037.90547666668
2021-10,Rentt,253341.28183,174587.0,227188.47586333333
2021-10,Utilities,33975.0,42537.0,41570.0
2021-10,utilities,51651.0,32802.0,37105.0
2021-10,Rent,249979.31398,226183.0,288121.7425933333
2021-10,RENT,30555.1959,50736.0,52587.39863333333
2021-10,Reent,639.0,231.0,319.6666666666667
2021-10,Bonus,1060842.1544599999,1149816.0,1059709.0514866665
2021-10,EDU,12744.0,32610.0,25790.0
2021-10,Education,90145.0,22432.1651,45213.721699999995
2021-10,Educaton,4824.0,33650.0,26571.333333333332
2021-10,Entertain,43778.835999999996,12802.0,25701.611999999997
2021-10,Entertainment,81904.0,34741.0,54332.333333333336
2021-10,Entrtnmnt,14192.6727,21435.0,23320.557566666666
2021-10,FFood,271.0,2913.0,1282.6666666666667
2021-10,FOOD,48106.0,54589.0,61286.333333333336
2021-10,Fod,50290.0,34865.0,48311.333333333336
2021-10,Fodo,248.0,160.0,698.0
2021-10,Food,97479.0,96783.0,89312.66666666667
2021-10,Entertanment,333.0,742.0,380.0
2021-10,Foods,9250.4623,43318.0,20613.820766666668
2021-10,Otherss,748.0,,
2021-10,Foodd,23246.0,15185.0,20539.333333333332
2021-10,Others,473784.0,143914.0,414125.4259866667
2021-10,Other Income,906761.0,758192.0,880402.3333333334
2021-10,Other,8478.441,4883.0,7177.147
2021-10,Misc,15651.0,9794.0,10495.333333333334
2021-10,OTHERS,4989.0,5109.0,6418.333333333333
2021-10,Helth,0.3727,22751.0,7883.124233333333
2021-10,Health,39003.0,14269.0,27065.333333333332
2021-10,HEALTH,23380.0,6894.0,13119.0
2021-10,Freelance,317909.0,577584.0,401808.0
2021-10,Foood,466.0,3194.0,1830.0
2021-10,Investment,522477.33185,278178.0,375889.7772833333
2021-11,Utilities,37071.0,33975.0,37861.0
2021-11,Travel,69985.0,54352.941,63712.731
2021-11,Utiliteis,1359.0,412.0,
2021-11,Travle,1653.0,292.0,904.3333333333334
2021-11,Travl,29383.0,35212.0,31580.666666666668
2021-11,Trave,1389.0,630.0,952.0
2021-11,Salary,1070422.0,1074635.0,1123752.6666666667
2021-11,TRAVEL,39097.0,25711.5435,38625.84783333333
2021-11,Savings,3398.0,10418.0,8129.666666666667
2021-11,Savinggs,187.0,,
2021-11,Saving,5516.0,11250.0,7530.333333333333
2021-11,Utility,39714.0,65368.3003,46612.1001
2021-11,Traval,22781.0,69929.0,44579.07003333333
2021-11,Utilties,27673.0,17728.0,24057.666666666668
2021-11,unknown,26166.0,154198.71643,89054.23881000001
2021-11,alary,115513.0,55614.0,
2021-11,avings,3624.0,1027.0,
2021-11,education,13350.0,9508.0,11355.0
2021-11,entertainment,12601.0,19233.0,18082.908166666664
2021-11,food,23342.581,17507.0,29010.19366666667
2021-11,health,14584.0,20819.0,16749.666666666668
2021-11,oFod,2050.0,904.0,1005.3333333333334
2021-11,others,5603.0,6009.0,6393.0
2021-11,rTavel,945.0,182.0,639.3333333333334
2021-11,rent,54264.0,53510.5138,43514.693133333334
2021-11,savings,7384.0,2670.0,4086.0
2021-11,travel,15498.0,46927.0,25302.0
2021-11,SAVINGS,5331.0,6004.0,12186.0
2021-11,Utlities,11072.0,24509.0,22481.0
2021-11,Rnt,44667.0,46406.0,39882.333333333336
2021-11,utilities,5111.0,51651.0,29854.666666666668
2021-11,Rent,317411.0,249979.31398,264524.4379933333
2021-11,BBonus,60724.0,73402.0,70550.0
2021-11,Bonus,1146825.0,1060842.1544599999,1119161.0514866665
2021-11,EDU,8414.0,12744.0,17922.666666666668
2021-11,Education,13743.0,90145.0,42106.7217
2021-11,Educaton,9895.0,4824.0,16123.0
2021-11,Entertain,42796.9574,43778.835999999996,33125.93113333333
2021-11,Entertainment,46492.0,81904.0,54379.0
2021-11,Entertianment,1029.0,,
2021-11,Entrtnmnt,29677.0,14192.6727,21768.22423333333
2021-11,FFood,1728.0,271.0,1637.3333333333333
2021-11,FOOD,46118.0,48106.0,49604.333333333336
2021-11,Fod,73239.0,50290.0,52798.0
2021-11,Foo,212.0,755.0,409.0
2021-11,Food,83164.0,97479.0,92475.33333333333
2021-11,Bonnus,64461.0,47298.0,67311.0
2021-11,Foods,24530.0,9250.4623,25699.487433333332
2021-11,Foodd,21983.1397,23246.0,20138.046566666668
2021-11,Reent,856.0,639.0,575.3333333333334
2021-11,RENT,18043.0,30555.1959,33111.39863333333
2021-11,Otthers,59.0,137.0,
2021-11,Others,149161.0,473784.0,255619.66666666666
2021-11,Other Income,975554.0,906761.0,880169.0
2021-11,Rentt,356805.0,253341.28183,261577.76061
2021-11,Ohters,178.0,291.0,
2021-11,OTHERS,162.0,4989.0,3420.0
2021-11,Investment,426027.0,522477.33185,408894.1106166667
2021-11,Helth,31608.0,0.3727,18119.7909
2021-11,Other,1483.0,8478.441,4948.147
2021-11,Health,18586.0,39003.0,23952.666666666668
2021-11,Freelance,232815.0,317909.0,376102.6666666667
2021-12,Travel,40273.7669,69985.0,54870.569299999996
2021-12,Traval,69162.8568,22781.0,53957.61893333334
2021-12,TRAVEL,67573.0,39097.0,44127.18116666667
2021-12,Savings,17591.0,3398.0,10469.0
2021-12,Salary,635583.0,1070422.0,926880.0
2021-12,Travl,20624.0,29383.0,28406.333333333332
2021-12,Saary,46359.0,84957.0,62891.0
2021-12,SAVINGS,3563.0,5331.0,4966.0
2021-12,Rnt,79775.0,44667.0,56949.333333333336
2021-12,Rentt,330824.0,356805.0,313656.76061
2021-12,Salry,122923.0,65891.0,77529.33333333333
2021-12,Utilities,38054.0,37071.0,36366.666666666664
2021-12,education,28756.0,13350.0,17204.666666666668
2021-12,Utilties,28346.0,27673.0,24582.333333333332
2021-12,Utlities,38883.0,11072.0,24821.333333333332
2021-12,ent,2181.0,150.0,944.6666666666666
2021-12,entertainment,43905.925,12601.0,25246.641666666666
2021-12,food,39677.0,23342.581,26842.19366666667
2021-12,others,2278.0,5603.0,4630.0
2021-12,rent,36278.588,54264.0,48017.700600000004
2021-12,savings,14528.0,7384.0,8194.0
2021-12,travel,21169.0,15498.0,27864.666666666668
2021-12,unknown,87771.0,26166.0,89378.57214333334
2021-12,utilities,15361.883300000001,5111.0,24041.294433333333
2021-12,Rent,325168.0,317411.0,297519.4379933333
2021-12,Utility,31050.0,39714.0,45377.43343333333
2021-12,health,4955.7195,14584.0,13452.9065
2021-12,RENT,59956.0,18043.0,36184.731966666666
2021-12,Other Income,1039727.0,975554.0,974014.0
2021-12,Others,210783.8226,149161.0,277909.60753333336
2021-12,Bonus,603982.0,1146825.0,937216.3848199999
2021-12,EDU,32015.0,8414.0,17724.333333333332
2021-12,Education,29048.6003,13743.0,44312.200099999995
2021-12,Educaton,30514.0,9895.0,15077.666666666666
2021-12,Entertaimnent,81.0,,
2021-12,Entertainment,87236.0,46492.0,71877.33333333333
2021-12,Entertainmet,987.0,,
2021-12,Entertianment,826.0,1029.0,
2021-12,Entrtnmnt,11762.1777,29677.0,18543.950133333332
2021-12,FFood,1567.0,1728.0,1188.6666666666667
2021-12,FOOD,51896.0,46118.0,48706.666666666664
2021-12,Fod,34460.0,73239.0,52663.0
2021-12,Entertain,10728.0,42796.9574,32434.5978
2021-12,Food,113737.3233,83164.0,98126.77443333335
2021-12,Other,843.0,1483.0,3601.4803333333334
2021-12,Fodo,1433.0,248.0,613.6666666666666
2021-12,Otehrs,3129.0,1952.0,1735.3333333333333
2021-12,OTHERS,1799.0,162.0,2316.6666666666665
2021-12,Helth,29655.0,31608.0,20421.124233333332
2021-12,Health,16878.0,18586.0,24822.333333333332
2021-12,Investment,547252.0,426027.0,498585.44395
2021-12,HEALTH,6662.0,23380.0,12312.0
2021-12,Freelance,307042.0,232815.0,285922.0
2021-12,Foood,147.0,466.0,1269.0
2021-12,Foods,20528.0,24530.0,18102.820766666668
2021-12,Foodd,21297.0,21983.1397,22175.3799
2022-01,Traval,17787.0,69162.8568,36576.95226666667
2022-01,Trvael,185.0,451.0,321.3333333333333
2022-01,Travl,48646.0,20624.0,32884.333333333336
2022-01,Travel,42082.0,40273.7669,50780.25563333333
2022-01,Utilitie,417.0,68.0,177.66666666666666
2022-01,Tavel,227.0,16017.0,5551.666666666667
2022-01,Salary,2099810.0,635583.0,1268605.0
2022-01,Savinngs,143.0,218.0,248.33333333333334
2022-01,Savings,15450.0,17591.0,12146.333333333334
2022-01,Saving,5487.0,5516.0,7417.666666666667
2022-01,Salry,60219.0,122923.0,83011.0
2022-01,SSalary,38003.0,68947.0,
2022-01,Utilities,75442.8615,38054.0,50189.28716666667
2022-01,TRAVEL,32806.0,67573.0,46492.0
2022-01,Utility,42270.0,31050.0,37678.0
2022-01,travel,22024.0,21169.0,19563.666666666668
2022-01,Utlities,20806.7447,38883.0,23587.248233333332
2022-01,aSvings,631.0,1655.0,797.0
2022-01,alary,67530.0,115513.0,79552.33333333333
2022-01,eRnt,348.0,2232.0,1095.0
2022-01,education,15524.0,28756.0,19210.0
2022-01,entertainment,10790.4415,43905.925,22432.4555
2022-01,food,31666.0,39677.0,31561.860333333334
2022-01,health,13225.0,4955.7195,10921.573166666667
2022-01,oFod,81.0,2050.0,1011.6666666666666
2022-01,rTavel,445.0,945.0,524.0
2022-01,rent,52358.0,36278.588,47633.52933333333
2022-01,savings,8776.0,14528.0,10229.333333333334
2022-01,unknown,46266.0,87771.0,53401.0
2022-01,utilities,29289.0,15361.883300000001,16587.294433333333
2022-01,Utilties,57545.0,28346.0,37854.666666666664
2022-01,Rnt,60307.0,79775.0,61583.0
2022-01,SAVINGS,9938.0,3563.0,6277.333333333333
2022-01,Ret,170.0,145.0,284.3333333333333
2022-01,Rnet,1057.0,307.0,585.6666666666666
2022-01,EDU,8466.0,32015.0,16298.333333333334
2022-01,Education,44033.0,29048.6003,28941.53343333333
2022-01,Educaton,7643.0,30514.0,16017.333333333334
2022-01,Educcation,53.0,268.0,
2022-01,Enteertainment,1770.0,1213.0,1095.0
2022-01,Entertaiinment,1091.0,,
2022-01,Entertain,29872.0,10728.0,27798.9858
2022-01,Entertainment,24611.0,87236.0,52779.666666666664
2022-01,Entertainmetn,67.0,580.0,514.3333333333334
2022-01,Entrtnmnt,74554.0,11762.1777,38664.39256666667
2022-01,FFood,476.0,1567.0,1257.0
2022-01,FOOD,50952.0,51896.0,49655.333333333336
2022-01,Fod,34876.0,34460.0,47525.0
2022-01,Food,115263.0,113737.3233,104054.77443333335
2022-01,Bonus,1427788.0,603982.0,1059531.6666666667
2022-01,Foods,29863.0,20528.0,24973.666666666668
2022-01,Foodd,15783.0,21297.0,19687.713233333332
2022-01,Rent,204883.0,325168.0,282487.3333333333
2022-01,Ren,141.0,457.0,262.0
2022-01,RENT,22078.5644,59956.0,33359.18813333334
2022-01,Others,351408.7687,210783.8226,237117.86376666665
2022-01,Other Income,843463.0,1039727.0,952914.6666666666
2022-01,OTHERS,1275.0,1799.0,1078.6666666666667
2022-01,Rentt,383272.0,330824.0,356967.0
2022-01,Investment,609489.0,547252.0,527589.3333333334
2022-01,Helth,11190.5091,29655.0,24151.1697
2022-01,Health,10104.0,16878.0,15189.333333333334
2022-01,Healh,301.0,,
2022-01,HEALTH,8983.0,6662.0,13008.333333333334
2022-01,Freelance,294612.0,307042.0,278156.3333333333
2022-01,Misc,11173.0,15651.0,12206.0
2022-02,Utiliies,536.0,197.0,298.3333333333333
2022-02,Trvael,629.0,185.0,421.6666666666667
2022-02,Travl,50020.0,48646.0,39763.333333333336
2022-02,Travel,106409.0,42082.0,62921.58896666666
2022-02,Traval,48676.0,17787.0,45208.61893333334
2022-02,TRAVEL,30799.0,32806.0,43726.0
2022-02,Tarvel,2400.0,98.0,1058.0
2022-02,Savins,93.0,881.0,
2022-02,Savings,42621.0,15450.0,25220.666666666668
2022-02,Saving,9330.0,5487.0,6777.666666666667
2022-02,Salary,1281146.0,2099810.0,1338846.3333333333
2022-02,Utilities,45102.0,75442.8615,52866.28716666667
2022-02,Tavel,829.0,227.0,5691.0
2022-02,Utility,3754.5431,42270.0,25691.514366666666
2022-02,entertainment,9349.0,10790.4415,21348.4555
2022-02,Utliities,2737.0,273.0,1694.0
2022-02,Utlities,46937.0,20806.7447,35542.24823333333
2022-02,aSvings,241.0,631.0,842.3333333333334
2022-02,eRnt,764.0,348.0,1114.6666666666667
2022-02,education,11241.0,15524.0,18507.0
2022-02,food,60382.9649,31666.0,43908.65496666666
2022-02,health,16615.0,13225.0,11598.573166666667
2022-02,others,15935.0,2278.0,7938.666666666667
2022-02,rent,90840.0,52358.0,59825.52933333333
2022-02,savings,21133.0,8776.0,14812.333333333334
2022-02,travel,15644.0,22024.0,19612.333333333332
2022-02,unknown,52936.0,46266.0,62324.333333333336
2022-02,utilities,25090.0,29289.0,23246.9611
2022-02,Saings,743.0,29.0,327.3333333333333
2022-02,Utilties,20873.0,57545.0,35588.0
2022-02,SAVINGS,10741.0,9938.0,8080.666666666667
2022-02,Reent,114.0,856.0,536.3333333333334
2022-02,Rentt,297424.0,383272.0,337173.3333333333
2022-02,Rnt,45024.0,60307.0,61702.0
2022-02,EDU,17565.0,8466.0,19348.666666666668
2022-02,Education,25910.0,44033.0,32997.200099999995
2022-02,Educaton,23143.0,7643.0,20433.333333333332
2022-02,Entertain,25188.0,29872.0,21929.333333333332
2022-02,Entertainment,30438.0,24611.0,47428.333333333336
2022-02,Entetainment,45.0,66.0,
2022-02,Entrtnmnt,36820.0,74554.0,41045.39256666667
2022-02,FFood,157.0,476.0,733.3333333333334
2022-02,FOOD,25634.0,50952.0,42827.333333333336
2022-02,Fod,47801.0,34876.0,39045.666666666664
2022-02,Foo,193.0,212.0,386.6666666666667
2022-02,Food,65576.0,115263.0,98192.10776666668
2022-02,Foodd,28136.0,15783.0,21738.666666666668
2022-02,Bonus,701117.67414,1427788.0,910962.5580466666
2022-02,Foood,1539.0,147.0,717.3333333333334
2022-02,Foods,21664.155,29863.0,24018.385
2022-02,RENT,23104.0667,22078.5644,35046.210366666666
2022-02,Othes,1388.0,,
2022-02,Others,559013.0,351408.7687,373735.1971
2022-02,Other Incoome,57199.0,47146.0,
2022-02,Other Income,562930.0,843463.0,815373.3333333334
2022-02,Rent,352805.0,204883.0,294285.3333333333
2022-02,Investment,146103.32948000001,609489.0,434281.44316
2022-02,Helth,19573.0,11190.5091,20139.50303333333
2022-02,Heealth,4560.0,164.0,2535.6666666666665
2022-02,Health,24512.0,10104.0,17164.666666666668
2022-02,Healt,154.0,,
2022-02,OTHERS,9891.0,1275.0,4321.666666666667
2022-02,Freelance,559876.0,294612.0,387176.6666666667
2022-03,Utilities,27779.0,45102.0,49441.28716666667
2022-03,Uitlities,717.0,152.0,
2022-03,Uilities,192.0,,
2022-03,Travel,94309.0,106409.0,80933.33333333333
2022-03,Traval,40745.0,48676.0,35736.0
2022-03,Savings,16522.0,42621.0,24864.333333333332
2022-03,TRAVEL,25225.0,30799.0,29610.0
2022-03,Saving,4934.0,9330.0,6583.666666666667
2022-03,Salaryy,40522.0,57779.0,53761.333333333336
2022-03,Salary,1471929.0,1281146.0,1617628.3333333333
2022-03,Utility,27238.0,3754.5431,24420.8477
2022-03,Trael,160.0,258.0,211.33333333333334
2022-03,Utilties,30997.0,20873.0,36471.666666666664
2022-03,ood,257.0,1623.0,683.3333333333334
2022-03,education,21215.0,11241.0,15993.333333333334
2022-03,ent,170.0,2181.0,833.6666666666666
2022-03,entertainment,28090.0,9349.0,16076.4805
2022-03,food,61866.0,60382.9649,51304.9883
2022-03,health,25000.245600000002,16615.0,18280.081866666667
2022-03,ravel,153.0,328.0,200.66666666666666
2022-03,rent,45993.0,90840.0,63063.666666666664
2022-03,savings,41746.0,21133.0,23885.0
2022-03,travel,30283.8154,15644.0,22650.60513333333
2022-03,unknown,51733.4582,52936.0,50311.8194
2022-03,utilities,23073.3953,25090.0,25817.4651
2022-03,SAVINGS,41940.6031,10741.0,20873.201033333335
2022-03,Utlities,25877.0,46937.0,31206.9149
2022-03,Rnt,67986.0,45024.0,57772.333333333336
2022-03,Travl,20352.78,50020.0,39672.926666666666
2022-03,Ret,533.0,170.0,282.6666666666667
2022-03,Bonsu,64408.0,36133.0,
2022-03,Bonus,1336723.0,701117.67414,1155209.5580466667
2022-03,EDU,28380.0,17565.0,18137.0
2022-03,Education,26958.0,25910.0,32300.333333333332
2022-03,Educaton,8523.0,23143.0,13103.0
2022-03,Entertain,37962.0,25188.0,31007.333333333332
2022-03,Entertainment,49045.0,30438.0,34698.0
2022-03,FOOD,52551.0,25634.0,43045.666666666664
2022-03,Fod,29988.1933,47801.0,37555.06443333333
2022-03,Foo,463.0,193.0,289.3333333333333
2022-03,Food,81889.0,65576.0,87576.0
2022-03,Foodd,25337.0,28136.0,23085.333333333332
2022-03,Foods,35050.0,21664.155,28859.051666666666
2022-03,Entrtnmnt,40716.0,36820.0,50696.666666666664
2022-03,Freelance,524837.59068,559876.0,459775.1968933333
2022-03,Foood,288.0,1539.0,658.0
2022-03,Rent,203283.0,352805.0,253657.0
2022-03,Rennt,3382.0,331.0,1313.3333333333333
2022-03,RENT,51117.0,23104.0667,32099.877033333334
2022-03,Othesr,4828.0,,
2022-03,Others,329866.0,559013.0,413429.2562333333
2022-03,Rentt,200077.0,297424.0,293591.0
2022-03,Other,8236.0,843.0,3520.6666666666665
2022-03,Investment,1093980.46693,146103.32948000001,616524.2654700001
2022-03,Retn,2214.0,51.0,770.3333333333334
2022-03,Helth,16265.788700000001,19573.0,15676.4326
2022-03,Health,13849.0,24512.0,16155.0
2022-03,Other Income,576194.0,562930.0,660862.3333333334
2022-04,Utillities,529.0,4.0,229.66666666666666
2022-04,Utility,9623.0,27238.0,13538.514366666665
2022-04,Utilitiess,630.0,1138.0,597.6666666666666
2022-04,Utilities,40159.0,27779.0,37680.0
2022-04,Utiities,2586.0,430.0,
2022-04,Trvel,3043.0,159.0,1135.6666666666667
2022-04,Traval,20320.0,40745.0,36580.333333333336
2022-04,Travl,40238.0,20352.78,36870.26
2022-04,Travel,84211.0,94309.0,94976.33333333333
2022-04,Traavel,745.0,2114.0,995.0
2022-04,TRAVEL,40368.0,25225.0,32130.666666666668
2022-04,Savings,18154.0,16522.0,25765.666666666668
2022-04,Travle,112.0,1653.0,685.6666666666666
2022-04,Utilties,34308.5554,30997.0,28726.185133333332
2022-04,utilities,34973.0,23073.3953,27712.13176666667
2022-04,Utlities,17671.0,25877.0,30161.666666666668
2022-04,aSvings,1370.0,241.0,747.3333333333334
2022-04,eRnt,298.0,764.0,470.0
2022-04,education,17288.0,21215.0,16581.333333333332
2022-04,entertainment,14505.0,28090.0,17314.666666666668
2022-04,food,56352.0,61866.0,59533.65496666666
2022-04,health,19715.0,25000.245600000002,20443.4152
2022-04,ood,1395.0,257.0,1091.6666666666667
2022-04,rent,41750.7151,45993.0,59527.90503333334
2022-04,savings,17432.0,41746.0,26770.333333333332
2022-04,travel,23656.0,30283.8154,23194.60513333333
2022-04,unknown,179978.0,51733.4582,94882.48606666666
2022-04,Salary,1670007.0,1471929.0,1474360.6666666667
2022-04,Utiltiies,161.0,361.0,253.66666666666666
2022-04,SAVINGS,8962.0,41940.6031,20547.8677
2022-04,Rnt,48074.0,67986.0,53694.666666666664
2022-04,Bonu,54690.0,51870.0,50173.666666666664
2022-04,Ret,1717.0,533.0,806.6666666666666
2022-04,Bonus,1443152.0,1336723.0,1160330.89138
2022-04,EDU,18488.0,28380.0,21477.666666666668
2022-04,Education,24821.0,26958.0,25896.333333333332
2022-04,Educaton,45300.0,8523.0,25655.333333333332
2022-04,Entertain,14443.0,37962.0,25864.333333333332
2022-04,Entertainment,39999.164,49045.0,39827.388
2022-04,Entrtnmnt,42855.0,40716.0,40130.333333333336
2022-04,FOOD,20950.0,52551.0,33045.0
2022-04,Fod,73831.0,29988.1933,50540.064433333326
2022-04,Foo,7864.0,463.0,2840.0
2022-04,Food,71506.0,81889.0,72990.33333333333
2022-04,Foodd,45047.0,25337.0,32840.0
2022-04,Foods,14109.3566,35050.0,23607.837199999998
2022-04,Eudcation,541.0,,
2022-04,Freelance,387998.0,524837.59068,490903.86355999997
2022-04,Foood,2173.0,288.0,1333.3333333333333
2022-04,Rent,313546.0,203283.0,289878.0
2022-04,Ren,286.0,141.0,294.6666666666667
2022-04,RENT,60593.0,51117.0,44938.02223333333
2022-04,Otthers,271.0,59.0,155.66666666666666
2022-04,Others,214290.0,329866.0,367723.0
2022-04,Other Income,688176.0,576194.0,609100.0
2022-04,Rentt,175952.0,200077.0,224484.33333333334
2022-04,Misc,18254.0,11173.0,15026.0
2022-04,Investment,466340.0,1093980.46693,568807.9321366667
2022-04,Helth,13422.0,16265.788700000001,16420.2629
2022-04,Health,3777.0,13849.0,14046.0
2022-04,HEALTH,14217.7615,8983.0,9954.253833333334
2022-04,Ohter Income,59515.0,,
2022-05,Utlities,34338.7217,17671.0,25962.240566666664
2022-05,Utilties,31917.0,34308.5554,32407.518466666665
